type	latitude	longitude	altitude (m)	name
W	22.397532572	-100.975515899	1818.2	P_579
W	22.451026564	-100.866147950	1843.6	P_580
W	22.022073502	-100.826086204	1854.6	P_581
W	22.476300845	-101.066061314	1779.8	P_582
W	22.024362458	-100.889965551	1884.3	P_583
W	22.532540156	-101.045713347	1731.4	P_584
W	22.321210287	-100.949771668	1829.0	P_585
W	22.355956138	-100.935256875	1818.0	P_586
W	22.042733491	-101.099923221	2220.1	P_587
W	22.655988507	-100.902802132	1621.0	P_588
W	22.032374578	-101.001656662	2256.8	P_589
W	22.061808631	-100.910230805	1920.0	P_590
W	22.566975044	-101.041906272	1743.6	P_591
W	22.615090976	-101.032098946	1713.1	P_592
W	22.635731902	-100.917209083	1630.4	P_593
W	22.650416927	-100.964159782	1643.0	P_594
W	22.322169486	-100.941504241	1886.1	P_595
W	22.044467167	-100.931274398	2136.8	P_596
W	22.044441411	-101.095170589	2219.8	P_597
W	22.043046237	-101.049088752	2240.4	P_598
W	22.262611358	-100.923598172	1834.5	P_599
W	22.110232767	-101.122603168	2057.8	P_600
W	22.424228234	-100.835226372	1829.7	P_601
W	22.388705437	-100.995064001	1819.8	P_602
W	22.025348915	-100.835463974	1849.0	P_603
W	22.084307138	-100.901458707	1866.7	P_604
W	22.033699808	-100.803701423	1875.0	P_605
W	22.068981023	-101.019955011	2289.5	P_606
W	22.056957549	-100.917861797	1969.6	P_607
W	22.258151816	-100.923465547	1835.0	P_608
W	22.556476472	-100.999662460	1686.6	P_609
W	22.485654115	-100.961309333	1762.8	P_610
W	22.589565508	-100.991221962	1669.0	P_611
W	22.531065631	-101.129078089	2165.5	P_612
W	22.395497960	-100.828680969	1832.9	P_613
W	22.494155805	-100.965820586	1747.9	P_614
W	22.023097755	-100.861207206	1853.0	P_615
W	21.997096863	-101.023741559	2435.3	P_616
W	22.536825753	-101.066007496	1771.5	P_617
W	22.382533331	-100.856534216	1829.0	P_618
W	22.457861465	-100.818567856	2059.3	P_619
W	22.135398126	-100.919611434	1847.0	P_620
W	22.521393475	-101.011907074	1696.4	P_621
W	22.042058352	-101.093556985	2314.8	P_622
W	22.158296594	-101.053820306	1997.4	P_623
W	22.340861212	-100.967596078	1825.0	P_624
W	22.583325710	-101.001763199	1677.1	P_625
W	22.080561747	-100.917359923	1928.5	P_626
W	22.330939951	-100.889060315	1830.0	P_627
W	22.111283470	-101.046609711	2011.4	P_628
W	22.156971928	-101.029180822	1909.2	P_629
W	22.194420745	-100.973698798	1861.0	P_630
W	22.505567563	-100.964460226	1738.9	P_631
W	22.193321687	-101.028921383	1911.0	P_632
W	22.323959031	-100.921140799	1832.9	P_633
W	22.547690833	-101.034779959	1721.1	P_634
W	22.464366108	-101.032238751	1815.2	P_635
W	22.319189389	-100.911414828	1840.8	P_636
W	22.338050189	-100.932263627	1821.6	P_637
W	22.266515284	-100.968179791	1850.0	P_638
W	22.128305480	-100.983720610	1878.0	P_639
W	22.230449874	-100.988817326	1861.0	P_640
W	22.028622556	-101.041950352	2292.0	P_641
W	22.583215434	-101.043801615	1737.2	P_642
W	22.033543679	-100.948213551	2291.5	P_643
W	22.050750619	-101.148868532	2348.3	P_644
W	22.019672228	-100.918182408	1976.9	P_645
W	22.040856085	-100.919718317	1964.7	P_646
W	22.069972081	-100.921034822	2050.1	P_647
W	22.610926192	-100.956025504	1647.2	P_648
W	22.018896258	-101.062134729	2373.4	P_649
W	22.490236942	-100.944101291	1804.4	P_650
W	22.530571248	-101.028349465	1710.0	P_651
W	22.541845288	-101.077466475	1785.0	P_652
W	22.020272635	-100.944527313	2314.8	P_653
W	22.506359130	-101.011246081	1765.2	P_654
W	22.089996755	-101.090802275	2178.5	P_655
W	22.306019808	-100.903568442	1829.0	P_656
W	22.568398163	-100.948363718	1660.7	P_657
W	22.011229650	-101.062830956	2470.9	P_658
W	22.034552017	-100.978660994	2682.8	P_659
W	22.077796895	-100.878230470	1863.0	P_660
W	22.428882981	-100.973510589	1837.0	P_661
W	22.132623738	-101.054893269	2015.0	P_662
W	22.024711888	-101.044875978	2321.6	P_663
W	22.361305372	-100.968287324	1820.0	P_664
W	22.609433287	-100.965423419	1650.6	P_665
W	22.223597396	-100.985216436	1861.2	P_666
W	22.404898114	-100.882054109	1841.0	P_667
W	22.590876432	-101.035525997	1725.8	P_668
W	22.033440105	-101.092674967	2276.0	P_669
W	22.085880964	-101.055791001	2157.2	P_670
W	22.079182182	-101.132366752	2265.9	P_671
W	22.078376221	-101.107368873	2144.4	P_672
W	22.301886879	-100.953403501	1830.2	P_673
W	22.040520124	-100.879394997	1877.3	P_674
W	22.163993608	-101.051511385	1974.0	P_675
W	22.454406932	-101.030798629	1887.3	P_676
W	22.589096651	-101.047484244	1748.9	P_677
W	22.317085028	-100.925982295	1827.0	P_678
W	22.624285063	-101.038769196	1720.0	P_679
W	22.435613846	-100.888321154	1859.0	P_680
W	22.026318838	-100.865563502	1858.0	P_681
W	22.495225956	-100.996702085	1781.0	P_682
W	22.565266397	-101.084910836	1848.2	P_683
W	22.271025083	-100.947781937	1836.0	P_684
W	22.112441196	-101.089389283	2093.1	P_685
W	22.394875635	-100.985971269	1817.0	P_686
W	22.519283167	-101.126024367	2201.9	P_687
W	22.000856362	-100.948960443	2333.8	P_688
W	22.443174366	-100.975765111	1837.0	P_689
W	22.633943062	-100.957282716	1641.0	P_690
W	22.445360098	-100.914692814	1890.0	P_691
W	22.524811001	-100.989377240	1698.8	P_692
W	22.419562724	-100.922667800	1912.0	P_693
W	22.480405887	-100.994016075	1876.8	P_694
W	22.652800150	-100.931490504	1631.0	P_695
W	22.110241324	-101.102200084	2034.1	P_696
W	22.520977510	-101.018778751	1700.0	P_697
W	22.379071340	-100.930916637	1860.7	P_698
W	22.079706777	-101.008688331	2242.4	P_699
W	21.995191909	-100.969126752	2294.9	P_700
W	22.018775690	-101.052467014	2520.7	P_701
W	22.046615128	-101.065240799	2210.2	P_702
W	22.637158291	-100.957081594	1640.7	P_703
W	21.996296411	-100.895024661	1882.7	P_704
W	22.231974464	-100.958069446	1844.0	P_705
W	22.596381050	-101.011314317	1686.2	P_706
W	22.458192819	-100.776990894	2115.7	P_707
W	22.239345117	-100.976377541	1849.0	P_708
W	22.491316019	-100.934825135	1822.0	P_709
W	22.059544283	-100.967544286	2109.8	P_710
W	22.370823912	-100.850020790	1829.0	P_711
W	22.032818432	-100.990372746	2436.3	P_712
W	22.069233034	-101.027670616	2296.5	P_713
W	22.285194730	-100.954198568	1833.0	P_714
W	22.540353343	-101.016908938	1699.0	P_715
W	22.492029897	-100.993933741	1860.0	P_716
W	22.558907959	-100.949546224	1670.0	P_717
W	22.333955160	-100.875046999	1832.0	P_718
W	22.370519979	-100.858966982	1827.1	P_719
W	22.035981500	-100.878741540	1875.0	P_720
W	22.433553799	-100.970682840	1837.0	P_721
W	22.438972127	-100.953029433	1877.4	P_722
W	22.537221158	-101.007805154	1690.0	P_723
W	22.422022188	-100.872890977	1880.6	P_724
W	22.619175477	-101.013322750	1690.2	P_725
W	22.481448099	-101.012551069	1814.1	P_726
W	22.420460198	-100.854679210	1827.0	P_727
W	22.050804613	-100.968798538	2309.7	P_728
W	22.048733527	-100.943586687	2238.4	P_729
W	21.978348020	-101.023635235	2714.0	P_730
W	22.063847655	-101.106547566	2088.2	P_731
W	22.592279503	-101.033091386	1720.0	P_732
W	22.511736443	-101.047260643	1744.9	P_733
W	22.588830398	-101.038451097	1730.0	P_734
W	22.041586809	-101.104107944	2307.4	P_735
W	22.412520785	-101.001956037	1885.9	P_736
W	22.168017607	-100.975111517	1860.0	P_737
W	22.001714362	-101.080121421	2595.5	P_738
W	22.279373293	-100.984214897	1849.2	P_739
W	22.019615153	-101.122051649	2389.9	P_740
W	22.594943995	-100.998704680	1671.7	P_741
W	22.398560048	-100.954467786	1828.0	P_742
W	22.122901024	-101.078350852	2024.9	P_743
W	22.040818391	-100.808834593	1869.7	P_744
W	22.599210031	-100.994767771	1669.0	P_745
W	22.475409290	-101.019240406	1756.2	P_746
W	22.184427501	-100.972234401	1859.0	P_747
W	22.592345266	-100.962671779	1654.0	P_748
W	22.027148381	-101.126241801	2400.6	P_749
W	22.520198712	-101.079429864	1887.5	P_750
W	22.615854150	-100.944340048	1643.0	P_751
W	22.109178637	-101.095735151	2006.5	P_752
W	22.287026906	-100.909906905	1831.0	P_753
W	22.445098788	-101.028895699	1829.4	P_754
W	22.105911946	-101.115098934	2180.8	P_755
W	22.164479456	-100.993408446	1869.0	P_756
W	22.244080728	-100.974766248	1849.0	P_757
W	22.193809018	-100.967060023	1859.2	P_758
W	22.017903000	-100.912614522	1933.9	P_759
W	22.048398208	-101.087107209	2244.3	P_760
W	22.073817328	-101.080492309	2235.0	P_761
W	22.034759039	-101.154263390	2299.7	P_762
W	22.297752230	-100.903203952	1830.0	P_763
W	22.233032931	-100.986566586	1859.0	P_764
W	22.450710695	-100.879319602	1859.0	P_765
W	22.005110802	-101.062692039	2539.4	P_766
W	22.159610283	-101.013168251	1880.0	P_767
W	22.427200718	-100.876951132	1857.6	P_768
W	22.422242861	-100.828215754	1834.5	P_769
W	22.087259688	-100.999524027	2225.6	P_770
W	22.102437839	-101.111624494	2232.4	P_771
W	22.393439957	-100.976361349	1817.0	P_772
W	22.423026557	-100.848767902	1827.0	P_773
W	22.342631443	-100.911631006	1820.0	P_774
W	22.534569236	-101.092227194	1843.9	P_775
W	22.029532202	-100.821556986	1858.9	P_776
W	22.381099547	-100.878682106	1828.5	P_777
W	22.444777958	-100.939833793	1953.5	P_778
W	22.042345423	-100.958774674	2203.4	P_779
W	22.595270948	-100.990895730	1667.3	P_780
W	21.990614111	-101.004052347	2320.0	P_781
W	22.105688076	-101.095686969	2046.6	P_782
W	22.032880774	-100.993368810	2392.7	P_783
W	22.532166358	-100.960491071	1731.0	P_784
W	22.055890234	-100.902403581	1894.0	P_785
W	22.630896100	-101.014862390	1688.0	P_786
W	22.503050403	-101.076862043	1870.9	P_787
W	22.570007202	-101.001959310	1679.0	P_788
W	21.991836263	-100.979215920	2566.1	P_789
W	22.600973138	-101.033099745	1715.7	P_790
W	22.188566713	-101.003699513	1888.6	P_791
W	22.462079216	-100.965767437	1812.8	P_792
W	22.522528059	-100.996897626	1697.0	P_793
W	22.583151445	-100.933373819	1650.0	P_794
W	22.053185605	-100.903491335	1895.0	P_795
W	22.089998296	-101.068123899	2098.1	P_796
W	22.005537571	-100.797993179	1875.8	P_797
W	22.533941269	-100.990102461	1686.3	P_798
W	22.588288198	-100.965851456	1656.0	P_799
W	22.044112646	-100.973237942	2386.8	P_800
W	22.050712707	-101.060542856	2192.0	P_801
W	22.333856096	-100.879115865	1832.0	P_802
W	22.075792672	-101.104838075	2075.6	P_803
W	22.511477721	-101.004978084	1707.9	P_804
W	22.121469809	-101.108026647	2170.3	P_805
W	22.139229990	-100.967670592	1870.0	P_806
W	22.003780240	-100.942339721	2318.3	P_807
W	22.550954902	-100.971249150	1672.0	P_808
W	22.374350507	-100.881829122	1827.0	P_809
W	22.530435685	-100.937099208	1756.7	P_810
W	22.032689392	-101.004556491	2236.6	P_811
W	22.144722310	-101.092758870	2120.9	P_812
W	22.343457683	-100.956668963	1822.1	P_813
W	22.601526089	-100.915732710	1641.0	P_814
W	22.520587632	-100.995376961	1700.5	P_815
W	22.292846960	-100.969846162	1836.9	P_816
W	22.256824455	-100.982032287	1851.0	P_817
W	22.441076007	-100.823989552	1882.6	P_818
W	22.222902869	-100.958676879	1849.7	P_819
W	22.017361469	-101.010560390	2274.6	P_820
W	22.465730489	-100.821329407	2011.8	P_821
W	22.301053071	-100.924822649	1831.0	P_822
W	22.134316729	-100.932242511	1849.0	P_823
W	22.506805645	-101.072027701	1840.1	P_824
W	22.407633547	-100.832625477	1829.0	P_825
W	22.593238434	-101.000553575	1673.1	P_826
W	22.536836605	-101.018151273	1700.0	P_827
W	22.563812550	-101.009199782	1685.9	P_828
W	22.114988891	-100.973967066	1894.4	P_829
W	22.527005507	-100.927189118	1727.0	P_830
W	22.405223541	-100.940743327	1891.3	P_831
W	22.483050185	-100.936662137	1862.1	P_832
W	22.108981491	-100.943427925	1862.9	P_833
W	22.421081712	-100.943589188	1941.8	P_834
W	22.434264259	-101.017443164	1810.0	P_835
W	22.637524313	-100.933273529	1636.0	P_836
W	22.629475786	-100.959207197	1643.0	P_837
W	22.512717741	-101.008175421	1757.4	P_838
W	22.201448773	-100.966054567	1859.1	P_839
W	22.445273921	-100.916271509	1893.1	P_840
W	22.071866955	-101.012625659	2263.0	P_841
W	22.064210806	-100.905529003	1907.7	P_842
W	22.356971609	-100.945376524	1817.0	P_843
W	22.365405461	-100.956250359	1817.0	P_844
W	22.476346212	-101.000376164	1794.1	P_845
W	22.571800823	-100.977531603	1665.6	P_846
W	22.526439608	-100.982613094	1700.0	P_847
W	22.525199281	-101.058792235	1796.1	P_848
W	22.037143261	-101.072738209	2192.0	P_849
W	22.314871667	-100.908582136	1840.5	P_850
W	22.396153443	-100.829607127	1828.9	P_851
W	22.044122373	-101.096815724	2226.6	P_852
W	22.012300698	-100.943436514	2345.3	P_853
W	22.359800073	-100.960856419	1819.0	P_854
W	22.393380508	-100.885976288	1836.0	P_855
W	22.110336690	-101.115386719	2059.4	P_856
W	22.026106787	-100.905116352	1916.4	P_857
W	22.011231796	-100.964598854	2577.9	P_858
W	22.463655334	-100.786220177	2135.4	P_859
W	22.088522144	-101.042693273	2134.1	P_860
W	22.529294516	-101.088326042	1839.8	P_861
W	22.566881093	-101.069887698	1823.5	P_862
W	22.019912691	-101.104027710	2413.2	P_863
W	22.487572334	-101.050758463	1773.4	P_864
W	22.389913609	-100.885838516	1839.8	P_865
W	22.154036285	-101.083185098	2054.9	P_866
W	22.030178638	-100.945659914	2289.6	P_867
W	22.252236368	-100.981259346	1849.5	P_868
W	22.100089241	-100.959185844	1918.9	P_869
W	22.262928869	-100.983464840	1850.0	P_870
W	22.540932073	-101.061790060	1752.4	P_871
W	22.029383113	-100.890657176	1884.2	P_872
W	22.397771480	-100.993311511	1846.4	P_873
W	22.543977594	-100.941403348	1737.7	P_874
W	22.081948970	-101.033223261	2196.8	P_875
W	22.295467949	-100.906226502	1830.0	P_876
W	22.092641258	-100.909434425	1851.5	P_877
W	22.084018058	-101.074252531	2072.0	P_878
W	22.060583025	-101.048247574	2184.6	P_879
W	22.550965092	-101.090439674	1875.0	P_880
W	22.128540242	-101.048249630	1959.1	P_881
W	22.367246731	-100.912186888	1849.6	P_882
W	22.385740244	-100.968241361	1817.0	P_883
W	22.473784346	-100.990113132	1870.1	P_884
W	22.607738619	-101.020268444	1695.5	P_885
W	22.341354083	-100.909028595	1822.6	P_886
W	22.090558920	-101.073455112	2042.3	P_887
W	22.538914946	-101.000159572	1684.3	P_888
W	22.502323973	-101.062962984	1817.4	P_889
W	22.471899404	-100.974117401	1804.0	P_890
W	22.524250741	-100.992451952	1696.0	P_891
W	22.094602553	-100.976916203	2014.7	P_892
W	22.112716871	-101.104607676	2161.8	P_893
W	22.032798945	-101.112980559	2479.0	P_894
W	22.094024833	-101.110185693	2089.9	P_895
W	21.996896000	-100.916657730	1930.5	P_896
W	22.605561177	-101.034692946	1715.2	P_897
W	22.523866907	-101.131122943	2185.4	P_898
W	22.510463068	-100.999304397	1737.6	P_899
W	22.319723120	-100.942586441	1829.2	P_900
W	22.574411385	-100.972842613	1661.0	P_901
W	22.320864041	-100.886290746	1825.0	P_902
W	22.491942922	-101.072409262	1820.7	P_903
W	22.062617034	-100.963493977	2068.4	P_904
W	22.141101516	-100.952456908	1860.0	P_905
W	22.647387285	-100.944106538	1633.3	P_906
W	22.616832401	-100.971219868	1651.0	P_907
W	22.069200184	-100.910682210	1908.3	P_908
W	22.393023209	-100.885683204	1835.0	P_909
W	22.282524362	-100.959839020	1837.0	P_910
W	22.081554124	-101.117569200	2132.9	P_911
W	22.003500984	-101.070979638	2514.6	P_912
W	22.430443928	-101.012137923	1840.6	P_913
W	22.123667502	-100.957653906	1870.1	P_914
W	22.450618027	-100.965907235	1855.4	P_915
W	22.562905863	-101.017090783	1692.1	P_916
W	22.592176874	-101.014375253	1691.3	P_917
W	22.489263605	-100.968226309	1765.3	P_918
W	22.572784141	-101.069506022	1801.7	P_919
W	22.337814527	-100.884309099	1831.4	P_920
W	22.466241981	-100.940410288	1837.0	P_921
W	22.100068878	-100.949650771	1893.3	P_922
W	22.437463840	-101.021617797	1813.0	P_923
W	22.517893642	-101.121750661	2051.3	P_924
W	22.146714547	-101.123167781	2258.7	P_925
W	22.575039193	-101.018962158	1698.5	P_926
W	22.097339399	-101.060755256	2108.0	P_927
W	22.023100050	-101.142892801	2327.1	P_928
W	22.088629094	-101.047836030	2171.2	P_929
W	22.536599307	-100.926617474	1773.2	P_930
W	22.204776898	-101.013855229	1896.0	P_931
W	22.105017790	-100.951796904	1883.0	P_932
W	22.007521613	-101.095218287	2432.2	P_933
W	22.513642623	-100.981721965	1728.0	P_934
W	22.100125020	-100.981351803	2053.4	P_935
W	22.099529343	-101.031099610	2156.1	P_936
W	22.415274498	-100.999438385	1859.3	P_937
W	22.462090277	-101.061540619	1795.7	P_938
W	22.551334019	-100.950393114	1680.0	P_939
W	22.002801280	-100.824787253	1855.3	P_940
W	22.132311716	-101.117546328	2235.3	P_941
W	22.627558860	-101.041164396	1730.0	P_942
W	22.582020864	-100.957926537	1656.2	P_943
W	22.142025745	-100.997434245	1873.1	P_944
W	22.550122356	-100.930582803	1692.3	P_945
W	22.103618898	-101.113794332	2189.7	P_946
W	22.561385063	-101.020149378	1697.0	P_947
W	22.304526480	-100.905566000	1829.0	P_948
W	22.284463399	-100.970526021	1840.0	P_949
W	22.454901701	-101.059899140	1855.2	P_950
W	22.089476200	-100.888637075	1860.0	P_951
W	22.007585920	-101.097684308	2443.7	P_952
W	22.032953629	-101.022405853	2272.8	P_953
W	22.551028859	-101.048345043	1736.5	P_954
W	22.080765664	-101.061953805	1999.1	P_955
W	22.153068205	-101.089276480	2058.2	P_956
W	22.425309390	-100.843257253	1827.0	P_957
W	22.084335157	-101.112545750	2099.6	P_958
W	22.224505519	-100.991762324	1866.8	P_959
W	22.579956713	-101.032225821	1720.0	P_960
W	22.527806582	-101.051197150	1760.2	P_961
W	22.638574593	-100.929740262	1635.0	P_962
W	22.302836217	-100.933464496	1830.0	P_963
W	22.318342558	-100.981595600	1832.0	P_964
W	22.346805288	-100.974282602	1824.0	P_965
W	22.144198864	-100.967049237	1869.0	P_966
W	22.062953438	-101.014270631	2385.7	P_967
W	22.050993746	-100.929245282	2119.3	P_968
W	22.498941864	-101.087137522	1880.8	P_969
W	22.011453831	-100.964900683	2576.8	P_970
W	22.346039365	-100.916061821	1817.0	P_971
W	22.432986457	-100.977147915	1841.0	P_972
W	22.025498583	-101.123459717	2421.6	P_973
W	22.515774875	-100.920547025	1740.0	P_974
W	22.041701048	-100.871188201	1866.0	P_975
W	22.276041420	-101.000570655	1850.0	P_976
W	22.586050001	-101.050983243	1750.0	P_977
W	22.040010295	-100.887680365	1886.0	P_978
W	22.479251181	-101.063453891	1796.4	P_979
W	22.404548039	-100.889621810	1850.0	P_980
W	22.113331664	-101.010223909	1999.2	P_981
W	22.412254491	-100.837855358	1827.0	P_982
W	22.093118293	-100.928721804	1950.0	P_983
W	22.635305453	-100.945327172	1638.0	P_984
W	21.978239165	-101.014853702	2507.2	P_985
W	22.583761928	-100.948795490	1656.0	P_986
W	22.056362767	-101.026067736	2234.0	P_987
W	22.087198585	-101.088050905	2202.9	P_988
W	22.132397490	-100.985179353	1872.9	P_989
W	22.085271701	-100.930672678	1951.8	P_990
W	22.548147074	-101.089128950	1867.5	P_991
W	22.057823765	-101.023471203	2242.0	P_992
W	22.426138378	-100.954473863	1865.6	P_993
W	22.034026424	-101.159509193	2284.2	P_994
W	22.512603461	-101.092147766	1933.5	P_995
W	22.064442911	-101.007443060	2344.1	P_996
W	22.544227121	-100.990530482	1680.0	P_997
W	22.345938978	-100.918529591	1817.0	P_998
W	22.392991325	-100.843187175	1827.0	P_999
W	22.074693549	-101.110258802	2196.2	P_1000
W	22.107843675	-101.022470523	2146.9	P_1001
W	22.270026614	-100.965725383	1846.0	P_1002
W	22.535950260	-100.920738048	1704.6	P_1003
W	22.145245768	-101.086803245	2072.6	P_1004
W	22.273660449	-100.975686675	1848.0	P_1005
W	22.123686072	-100.940652365	1854.0	P_1006
W	22.077852177	-100.932239611	1952.4	P_1007
W	22.079689527	-101.013835966	2230.1	P_1008
W	22.446031707	-100.892125517	1859.0	P_1009
W	22.500365024	-100.938527079	1789.6	P_1010
W	22.414959596	-100.837594898	1827.0	P_1011
W	22.233142974	-100.937968306	1842.0	P_1012
W	22.007757559	-101.079622506	2421.1	P_1013
W	22.363997615	-100.990477989	1820.0	P_1014
W	22.014620670	-101.036532732	2453.2	P_1015
W	22.530021308	-100.957803616	1740.0	P_1016
W	22.433742404	-100.819181307	1878.4	P_1017
W	22.374879435	-100.965695622	1817.0	P_1018
W	22.555976346	-101.060324133	1751.0	P_1019
W	22.462620496	-100.823938282	1959.2	P_1020
W	22.533428005	-101.122170930	2200.4	P_1021
W	22.086439628	-100.974590818	2084.5	P_1022
W	22.522787338	-101.141512640	2255.7	P_1023
W	22.537343213	-101.128665911	2252.7	P_1024
W	22.002896577	-100.985765741	2607.0	P_1025
W	22.157945290	-100.979984496	1865.0	P_1026
W	22.632068761	-100.988388674	1658.0	P_1027
W	22.400764139	-100.905615338	1974.5	P_1028
W	22.218303378	-100.949780100	1847.6	P_1029
W	22.398415797	-100.852510169	1828.6	P_1030
W	22.436946827	-100.814776934	1898.2	P_1031
W	22.071415998	-100.995237304	2179.9	P_1032
W	22.383714058	-100.973241431	1817.0	P_1033
W	22.388077409	-100.941888673	1859.9	P_1034
W	22.393101857	-100.876586897	1831.0	P_1035
W	22.501961692	-100.928623615	1781.6	P_1036
W	22.532520055	-101.097093330	1966.1	P_1037
W	22.308641746	-100.891281994	1825.0	P_1038
W	22.583902741	-100.935043276	1650.0	P_1039
W	22.074146038	-100.895470661	1874.0	P_1040
W	22.545944284	-100.972976931	1680.0	P_1041
W	22.456815316	-100.877148685	1859.0	P_1042
W	22.047209429	-101.141719082	2387.4	P_1043
W	22.584029987	-100.943646258	1654.0	P_1044
W	22.543774861	-101.105060809	1901.1	P_1045
W	22.530673749	-101.021572850	1703.0	P_1046
